data hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
01/01/2012 00:11,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,CHUVA          ,ASFALTO        ,CENTRO-SUL     ,            ,,0061101977.00,0079783838.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 00:16,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,OESTE          ,            ,,0060835499.00,0079094453.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 00:43,CHOQUE MECANICO COM VITIMA                        ,CHUVA          ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,SIM,0061114651.00,0079498598.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 01:08,CHOQUE MECANICO COM VITIMA                        ,CHUVA          ,ASFALTO        ,LESTE          ,            ,,0061132173.00,0079868139.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 02:33,CHOQUE MECANICO COM VITIMA                        ,CHUVA          ,ASFALTO        ,PAMPULHA       ,            ,,0060548718.00,0080436145.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 02:36,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NOROESTE       ,            ,,0060658675.00,0080270682.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 02:37,CHOQUE MECANICO COM VITIMA                        ,CHUVA          ,ASFALTO        ,BARREIRO       ,PMMG           ,NÃO,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 03:27,ATROPELAMENTO DE ANIMAL COM VITIMA                ,BOM            ,ASFALTO        ,VENDA NOVA     ,            ,,0060784046.00,0080982846.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 04:21,ABALROAMENTO COM VITIMA                           ,BOM            ,ASFALTO        ,CENTRO-SUL     ,PMMG           ,,0060918169.00,0079603198.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 04:30,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NORTE          ,            ,,0061099625.00,0080668754.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 04:40,ABALROAMENTO COM VITIMA                           ,CHUVA          ,ASFALTO        ,PAMPULHA       ,            ,,0060427220.00,0080187956.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2012 04:58,CHOQUE MECANICO COM VITIMA                        ,CHUVA          ,ASFALTO        ,NOROESTE       ,PMMG           ,NÃO,0060987866.00,0080106641.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
