data hora_boletim,desc_tipo_acidente,desc_tempo,pavimento,desc_regional,origem_boletim,local_sinalizado,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,descricao_ups
01/01/2015 01:49,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORDESTE       ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 02:00,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,NORDESTE       ,PMMG           ,,0061368080.00,0080125852.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 03:53,CHOQUE MECANICO COM VITIMA                        ,  ,  ,OESTE          ,PMMG           ,,0060666614.00,0079593865.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 06:20,QUEDA DE PESSOA DE VEICULO                        ,  ,  ,CENTRO-SUL     ,POLICIA CIVIL  ,,0061176182.00,0079627147.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 06:25,CHOQUE MECANICO COM VITIMA                        ,  ,  ,VENDA NOVA     ,PMMG           ,,0060659358.00,0080828572.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 06:29,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0060696679.00,0079825758.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 06:36,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,LESTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 06:58,ABALROAMENTO COM VITIMA                           ,  ,  ,PAMPULHA       ,PMMG           ,,0060942867.00,0080254983.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 07:27,ABALROAMENTO COM VITIMA                           ,  ,  ,CENTRO-SUL     ,PMMG           ,,0061026649.00,0079608837.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 14:30,CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ,  ,  ,LESTE          ,POLICIA CIVIL  ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 15:30,ABALROAMENTO COM VITIMA                           ,  ,  ,VENDA NOVA     ,PMMG           ,,0060903235.00,0080824585.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 15:47,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NOROESTE       ,PMMG           ,,0060381313.00,0079993174.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 15:49,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,OESTE          ,PMMG           ,,0060780674.00,0079412559.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 16:00,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 16:43,ABALROAMENTO COM VITIMA                           ,  ,  ,NOROESTE       ,PMMG           ,,0061450772.00,0080195080.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 17:30,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NORDESTE       ,POLICIA CIVIL  ,,0060527776.00,0079760022.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 17:30,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 17:44,CHOQUE MECANICO COM VITIMA                        ,  ,  ,LESTE          ,PMMG           ,,0061621198.00,0079904408.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 19:15,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,NORDESTE       ,PMMG           ,,0061719865.00,0080379920.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 20:15,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,LESTE          ,POLICIA CIVIL  ,,0061486522.00,0079952483.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
01/01/2015 21:52,ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ,  ,  ,CENTRO-SUL     ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 00:26,CHOQUE MECANICO COM VITIMA                        ,  ,  ,NORTE          ,CORPO DE BOMBEI,,0061347262.00,0080615611.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 05:25,ABALROAMENTO COM VITIMA                           ,  ,  ,NORTE          ,PMMG           ,,0000000000.00,0000000000.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
02/01/2015 06:06,COLISAO DE VEICULOS COM VITIMA                    ,  ,  ,BARREIRO       ,PMMG           ,,0060114172.00,0078712349.00,SIM,NÃO,ACIDENTE COM VÍTIMA NÃO FATAL
